Rank by t,Freq,Freq(L),Freq(R),t值,搭配词
761,12,3,9,3.135083,轻轻/d
762,12,3,9,3.135083,引起/v
763,11,3,8,3.129859,喊声/n
764,11,1,10,3.129859,具有/v
765,11,5,6,3.129859,水面/n
766,11,8,3,3.129859,接近/v
767,12,8,4,3.127931,四周/m
768,11,8,3,3.122389,心脏/n
769,18,12,6,3.121351,一直/d
770,11,3,8,3.114918,喊叫/v
771,11,6,5,3.114918,前方/f
772,18,10,8,3.109671,等/u
773,11,8,3,3.107447,内/n
774,12,7,5,3.106473,梦/n
775,11,7,4,3.099977,叶子/nr
776,11,7,4,3.099977,青年/t
777,13,8,5,3.097026,干/v
778,10,0,10,3.083925,不辞而别/i
779,12,9,3,3.077863,随着/p
780,11,5,6,3.077565,俩/m
781,11,3,8,3.077565,响声/n
782,11,9,2,3.077565,城市/ns
783,11,11,0,3.077565,哈罗德/nrt
784,12,6,6,3.070710,耳朵/n
785,11,7,4,3.070094,深处/s
786,11,3,8,3.062624,一颗/m
787,10,1,9,3.060419,出走/v
788,10,1,9,3.060419,震/v
789,12,10,2,3.056405,等待/v
790,13,8,5,3.055794,任何/r
791,10,6,4,3.052584,中途/b
792,16,11,5,3.052271,告诉/v
793,12,0,12,3.049252,猛地/d
794,11,7,4,3.047683,国王/n
795,11,5,6,3.040212,童霜威/nr
796,10,4,6,3.036914,查尔斯/nr
797,10,1,9,3.036914,冷淡/a
798,13,12,1,3.035178,小姐/nr
799,15,4,11,3.034917,爱/v
800,11,8,3,3.032741,结果/n
801,10,5,5,3.029078,转动/v
802,11,10,1,3.025271,日/m
803,11,4,7,3.025271,睁/v
804,11,2,9,3.025271,陷入/v
805,11,7,4,3.025271,附近/f
806,10,2,8,3.021243,前来/t
807,11,1,10,3.017800,沉重/a
808,10,3,7,3.013408,攻击/v
809,10,10,0,3.013408,往事/v
810,10,4,6,3.013408,事件/n
811,11,10,1,3.010329,不久/a
812,14,6,8,3.006616,‘/x
813,11,8,3,3.002859,进行/v
814,11,8,3,3.002859,眼泪/n
815,11,3,8,3.002859,低声/n
816,10,2,8,2.997737,涌/v
817,10,9,1,2.997737,往前走/v
818,11,7,4,2.995388,朵夫/nrt
819,10,8,2,2.989902,机器/n
820,11,7,4,2.987918,街上/s
821,11,4,7,2.987918,不幸/a
822,11,5,6,2.980447,黑/a
823,11,9,2,2.980447,故事/n
824,11,8,3,2.980447,干什么/l
825,10,6,4,2.974232,打击/v
826,10,4,6,2.974232,使得/v
827,10,4,6,2.974232,小孩子/n
828,10,0,10,2.974232,掏出/v
829,11,4,7,2.972976,般的/u
830,11,7,4,2.972976,某个/r
831,10,6,4,2.966396,教堂/n
832,10,7,3,2.966396,说不定/l
833,11,5,6,2.965506,人家/n
834,10,4,6,2.958561,出门/v
835,10,2,8,2.958561,冷静/a
836,10,5,5,2.958561,刹那间/t
837,11,2,9,2.958035,反应/vn
838,11,6,5,2.958035,那边/r
839,12,5,7,2.956269,盯/v
840,10,1,9,2.950726,不由自主/i
841,10,6,4,2.950726,一名/m
842,10,2,8,2.950726,决心/v
843,10,2,8,2.950726,无比/v
844,11,7,4,2.950565,一步/m
845,11,3,8,2.950565,声响/n
846,11,6,5,2.950565,理解/v
847,12,6,6,2.949116,名字/n
848,11,4,7,2.943094,特别/d
849,10,7,3,2.942891,火车/n
850,10,4,6,2.942891,窗口/s
851,12,7,5,2.941964,相信/v
852,10,6,4,2.935055,随即/d
853,15,10,5,2.932557,最/d
854,11,8,3,2.928153,进入/v
855,11,7,4,2.928153,解释/v
856,12,10,2,2.927659,之前/f
857,10,0,10,2.927220,抱住/v
858,13,6,7,2.925226,以前/f
859,10,1,9,2.919385,说出/v
860,15,4,11,2.913365,一定/d
861,10,8,2,2.911550,此/r
862,10,6,4,2.911550,伯爵/nr
863,10,2,8,2.911550,回过/v
864,10,4,6,2.911550,个人/n
865,10,6,4,2.911550,屋子/n
866,10,3,7,2.911550,愿望/v
867,9,1,8,2.909150,兴起/v
868,9,0,9,2.909150,停步/v
869,12,1,11,2.906201,气/n
870,10,7,3,2.903714,到达/v
871,10,7,3,2.903714,第二天/m
872,10,4,6,2.903714,妹妹/n
873,9,2,7,2.900891,失踪/v
874,15,13,2,2.900570,呀/y
875,11,7,4,2.898270,光/n
876,13,8,5,2.897738,写/v
877,10,4,6,2.895879,其中/r
878,10,3,7,2.895879,大吃一惊/i
879,9,4,5,2.892632,哈哈大笑/l
880,9,2,7,2.892632,光临/v
881,9,1,8,2.892632,发亮/v
882,12,7,5,2.891896,往/p
883,10,2,8,2.888044,温柔/a
884,9,7,2,2.884373,废墟/n
885,9,3,6,2.884373,更纱/v
886,13,3,10,2.883995,同/p
887,10,3,7,2.880209,一动不动/l
888,9,7,2,2.876114,秦震/nr
889,9,7,2,2.876114,半夜/m
890,10,7,3,2.872373,街道/n
891,11,10,1,2.868388,谈/v
892,9,7,2,2.867855,而后/c
893,10,2,8,2.864538,听说/v
894,11,7,4,2.860917,大概/d
895,9,5,4,2.859596,开来/v
896,9,5,4,2.859596,丽达/nr
897,9,4,5,2.859596,弹/v
898,10,4,6,2.856703,副/b
899,10,5,5,2.856703,大门/n
900,12,8,4,2.856133,拉/v
901,11,5,6,2.853446,胳膊/n
902,9,3,6,2.851337,猛烈/a
903,9,1,8,2.851337,缩/v
904,9,1,8,2.851337,亮光/n
905,9,5,4,2.851337,意想不到/l
906,9,1,8,2.851337,毛病/n
907,10,8,2,2.848868,走近/v
908,10,9,1,2.848868,我会/n
909,9,8,1,2.843077,为何/r
910,9,1,8,2.843077,昏暗/a
911,9,1,8,2.843077,哭声/n
912,9,4,5,2.843077,嗓音/n
913,12,6,6,2.841828,放在/v
914,10,6,4,2.841032,座/q
915,10,3,7,2.841032,两只/m
916,11,3,8,2.838505,紧紧/d
917,9,5,4,2.834818,次郎/n
918,10,7,3,2.833197,地面/n
919,9,0,9,2.826559,激烈/a
920,9,4,5,2.826559,野兽/n
921,10,2,8,2.825362,站住/v
922,10,3,7,2.825362,不得不/d
923,10,6,4,2.825362,主人/n
924,10,5,5,2.825362,走廊/n
925,10,10,0,2.825362,睡着/v
926,11,3,8,2.823564,重新/a
927,14,7,7,2.821200,以为/c
928,9,5,4,2.818300,速度/n
929,10,5,5,2.817527,注视/v
930,10,3,7,2.817527,一口/m
931,11,10,1,2.816093,意思/n
932,9,8,1,2.810041,他俩/r
933,9,5,4,2.810041,挺/d
934,10,9,1,2.809691,时刻/n
935,10,6,4,2.809691,克利斯/nr
936,11,7,4,2.808623,这件/mq
937,11,7,4,2.808623,越来越/d
938,9,7,2,2.801782,女子/n
939,9,8,1,2.801782,普兰/nr
940,9,2,7,2.801782,遭到/v
941,9,7,2,2.793523,队伍/n
942,9,2,7,2.793523,地下/s
943,11,6,5,2.786211,本来/t
944,10,7,3,2.786186,走出/v
945,10,9,1,2.786186,关系/n
946,10,6,4,2.786186,穿过/v
947,10,4,6,2.786186,快乐/a
948,10,7,3,2.786186,脖子/n
949,9,8,1,2.785264,睡觉/v
950,11,6,5,2.778740,清楚/a
951,9,7,2,2.777005,内/f
952,9,5,4,2.777005,莫名其妙/i
953,9,8,1,2.768746,往往/t
954,9,2,7,2.768746,响亮/a
955,9,6,3,2.768746,船长/n
956,9,1,8,2.768746,上海/ns
957,9,4,5,2.768746,墙上/s
958,9,7,2,2.768746,走向/v
959,11,2,9,2.763799,无法/n
960,10,9,1,2.762680,几天/m
961,8,0,8,2.758347,下起/v
962,8,0,8,2.758347,亮起/v
963,10,3,7,2.754845,命令/n
964,9,5,4,2.752228,醒来/v
965,9,7,2,2.752228,动物/n
966,9,6,3,2.752228,士兵/n
967,8,0,8,2.749586,加重/v
968,10,4,6,2.747009,直/d
969,9,3,6,2.743969,办公室/n
970,11,8,3,2.741387,小/n
971,8,2,6,2.740826,大风/n
972,10,4,6,2.739174,抬起/v
973,9,4,5,2.735709,死亡/v
974,9,4,5,2.735709,一段/m
975,9,7,2,2.735709,回忆/v
976,9,6,3,2.735709,亨利/nrt
977,9,0,9,2.735709,口袋/n
978,8,3,5,2.732066,高烧/v
979,8,2,6,2.732066,冷笑/nr
980,8,0,8,2.732066,倒地/n
981,8,2,6,2.732066,战栗/n
982,8,0,8,2.732066,仰起/v
983,8,8,0,2.732066,心脏病/n
984,9,3,6,2.727450,少/a
985,8,3,5,2.723306,一阵风/l
986,8,6,2,2.723306,鬼魂/n
987,8,1,7,2.723306,剧烈地/n
988,8,2,6,2.723306,变大/v
989,14,6,8,2.721870,带/v
990,9,3,6,2.719191,转向/v
991,10,6,4,2.715668,书/n
992,10,0,10,2.715668,穿着/v
993,10,1,9,2.715668,掉/v
994,8,1,7,2.714546,恶心/n
995,8,2,6,2.714546,凉/v
996,8,4,4,2.714546,神甫/nr
997,8,3,5,2.714546,目瞪口呆/i
998,11,6,5,2.711505,得到/v
999,9,6,3,2.710932,血/n
1000,9,4,5,2.710932,把手/v
1001,10,6,4,2.707833,朝/ns
1002,10,4,6,2.707833,医生/n
1003,8,5,3,2.705786,老几/n
1004,8,2,6,2.705786,笑了起来/l
1005,8,6,2,2.705786,数/m
1006,8,2,6,2.705786,怒吼/v
1007,8,5,3,2.705786,深渊/ns
1008,10,3,7,2.699998,自然/d
1009,8,0,8,2.697026,响动/v
1010,8,1,7,2.697026,丧失/v
1011,8,1,7,2.697026,睡梦中/n
1012,8,4,4,2.697026,亚历山德罗/ns
1013,8,0,8,2.697026,刹车/n
1014,9,9,0,2.694414,亚/j
1015,11,6,5,2.689093,注意/v
1016,8,3,5,2.688266,曹青娥/nr
1017,8,1,7,2.688266,惊喜/a
1018,8,3,5,2.688266,响/zg
1019,8,0,8,2.688266,冲着/p
1020,8,6,2,2.688266,脸庞/n
1021,8,0,8,2.688266,惨白/z
1022,9,7,2,2.686155,怎么办/l
1023,10,1,9,2.684327,无/v
1024,8,8,0,2.679506,游戏/n
1025,8,3,5,2.679506,沉闷/a
1026,9,6,3,2.677896,处/n
1027,9,5,4,2.677896,二/m
1028,11,3,8,2.674152,年轻/a
1029,8,5,3,2.670746,气氛/n
1030,8,4,4,2.670746,颤动/v
1031,8,5,3,2.670746,哭泣/v
1032,8,1,7,2.670746,退/v
1033,8,4,4,2.670746,惊愕/a
1034,8,6,2,2.670746,花园里/nr
1035,8,0,8,2.670746,发烧/v
1036,8,5,3,2.670746,运动/vn
1037,12,9,3,2.670166,啊/y
1038,10,2,8,2.668657,地/n
1039,8,6,2,2.661986,过于/v
1040,8,6,2,2.661986,转变/v
1041,8,6,2,2.661986,台阶/n
1042,8,4,4,2.661986,一幕/m
1043,8,6,2,2.661986,几分钟/m
1044,8,8,0,2.661986,料到/v
1045,8,4,4,2.661986,勇敢/a
1046,8,5,3,2.661986,鸟/zg
1047,8,5,3,2.661986,家中/s
1048,9,7,2,2.661378,以及/c
1049,8,3,5,2.653226,大夫/n
1050,8,4,4,2.653226,叹息/v
1051,9,3,6,2.653119,要求/v
1052,9,3,6,2.653119,成为/v
1053,9,7,2,2.653119,家霆/n
1054,9,6,3,2.644860,疯狂/a
1055,8,3,5,2.644466,病人/n
1056,8,5,3,2.644466,景象/n
1057,8,8,0,2.644466,点点头/v
1058,9,2,7,2.636601,微微/d
1059,9,5,4,2.636601,女/b
1060,9,5,4,2.636601,只能/v
1061,9,5,4,2.636601,力量/n
1062,8,3,5,2.635705,词/n
1063,8,5,3,2.635705,想不到/l
1064,8,3,5,2.635705,震动/vn
1065,8,1,7,2.635705,一丝/m
1066,8,7,1,2.635705,顺/a
1067,8,5,3,2.635705,初枝/n
1068,9,5,4,2.628341,表示/v
1069,12,9,3,2.627251,真的/d
1070,8,7,1,2.626945,黄昏/t
1071,8,4,4,2.626945,威胁/vn
1072,8,4,4,2.626945,讲话/n
1073,8,4,4,2.626945,旅行/vn
1074,8,3,5,2.626945,卖/v
1075,8,3,5,2.626945,天上/s
1076,10,2,8,2.621645,往/zg
1077,9,6,3,2.620082,太阳/ns
1078,8,7,1,2.618185,思考/v
1079,8,0,8,2.618185,推开/v
1080,8,2,6,2.618185,现实/n
1081,8,0,8,2.618185,抬起头来/l
1082,8,3,5,2.618185,摸/v
1083,8,5,3,2.618185,跟前/f
1084,9,4,5,2.611823,显然/ad
1085,9,7,2,2.611823,是从/v
1086,8,1,7,2.609425,一齐/d
1087,8,3,5,2.609425,嚷/v
1088,8,1,7,2.609425,加/v
1089,9,1,8,2.603564,另外/c
1090,8,2,6,2.600665,两眼/m
1091,8,6,2,2.600665,兵/n
1092,8,1,7,2.600665,难以/d
1093,8,3,5,2.600665,勇气/n
1094,8,3,5,2.600665,热情/n
1095,8,5,3,2.600665,一家/m
1096,8,6,2,2.600665,形象/n
1097,9,5,4,2.595305,其他/r
1098,8,4,4,2.591905,感/v
1099,8,6,2,2.591905,那双/r
1100,8,5,3,2.591905,震惊/v
1101,10,5,5,2.590304,完/v
1102,9,4,5,2.587046,瞧/v
1103,9,2,7,2.587046,红/a
1104,8,4,4,2.583145,屋子里/n
1105,7,0,7,2.580197,雨来/t
1106,7,0,7,2.580197,停息/v
1107,7,0,7,2.580197,一站/m
1108,8,7,1,2.574385,木/n
1109,7,4,3,2.570832,开朗/ns
1110,7,0,7,2.570832,亮出/v
1111,7,0,7,2.570832,升高/v
1112,8,7,1,2.565625,妇女/n
1113,8,7,1,2.565625,人物/n
1114,8,2,6,2.565625,视线/n
1115,8,4,4,2.565625,厨房/n
1116,9,7,2,2.562269,渐渐/d
1117,11,7,4,2.562092,喜欢/v
1118,7,1,6,2.561467,欢呼声/i
1119,7,7,0,2.561467,正说/v
1120,7,0,7,2.561467,变卦/v
1121,8,3,5,2.556865,茫然/z
1122,8,2,6,2.556865,安静/nr
1123,8,4,4,2.556865,挣扎/v
1124,7,0,7,2.552102,下定决心/l
1125,7,3,4,2.552102,脑海中/l
1126,8,5,3,2.548105,之下/f
1127,8,2,6,2.548105,乱/d
1128,9,5,4,2.545751,难道/d
1129,9,7,2,2.545751,经常/d
1130,7,5,2,2.542737,他时/r
1131,7,0,7,2.542737,抽搐/v
1132,7,1,6,2.542737,不作声/n
1133,7,1,6,2.542737,沙哑/n
1134,7,1,6,2.542737,冷清/nr
1135,7,5,2,2.542737,角斗士/n
1136,9,7,2,2.537492,既/c
1137,9,6,3,2.537492,阳光/nr
1138,7,3,4,2.533372,嗓门/n
1139,7,3,4,2.533372,固执/a
1140,8,2,6,2.530585,放下/v
1141,9,2,7,2.529232,吻/v
1142,11,5,6,2.524739,回到/v
1143,7,6,1,2.524007,修平/nr
1144,7,3,4,2.524007,一夜之间/i
1145,7,2,5,2.524007,般地/u
1146,7,4,3,2.524007,阴暗/a
1147,7,3,4,2.524007,狮子/n
1148,7,0,7,2.524007,切断/v
1149,8,5,3,2.521824,./x
1150,8,5,3,2.521824,忍不住/v
1151,8,2,6,2.521824,撞/v
1152,8,1,7,2.521824,光芒/n
1153,8,4,4,2.521824,面孔/n
1154,7,3,4,2.514642,蓝眼睛/n
1155,7,5,2,2.514642,沮丧/a
1156,7,2,5,2.514642,体会/n
1157,8,5,3,2.513064,或许/d
1158,11,10,1,2.509798,些/q
1159,7,0,7,2.505278,哇/y
1160,7,1,6,2.505278,啪/o
1161,7,2,5,2.505278,冲向/v
1162,7,7,0,2.505278,多久/m
1163,7,4,3,2.505278,星星/nz
1164,7,4,3,2.505278,幽灵/n
1165,7,6,1,2.505278,李高成/nrfg
1166,7,4,3,2.505278,不远处/s
1167,9,9,0,2.504455,经过/p
1168,8,7,1,2.504304,秀/ag
1169,8,6,2,2.504304,机会/n
1170,12,5,7,2.498504,只有/c
1171,9,4,5,2.496196,①/x
1172,9,6,3,2.496196,生命/vn
1173,7,5,2,2.495913,蒂/nrt
1174,7,1,6,2.495913,不好意思/a
1175,7,0,7,2.495913,兴致/v
1176,7,1,6,2.495913,脾气/n
1177,7,5,2,2.495913,环境/n
1178,7,4,3,2.495913,楼上/s
1179,7,1,6,2.495913,微弱/a
1180,7,6,1,2.495913,斜坡/n
1181,8,0,8,2.495544,全都/n
1182,8,4,4,2.495544,关于/p
1183,8,2,6,2.495544,低/a
1184,9,2,7,2.487937,惊讶/a
1185,8,7,1,2.486784,车子/n
1186,8,5,3,2.486784,昨天/t
1187,8,7,1,2.486784,客人/n
1188,7,5,2,2.486548,颜色/n
1189,7,6,1,2.486548,莲/ng
1190,7,6,1,2.486548,王后/nr
1191,7,1,6,2.486548,之/f
1192,7,6,1,2.486548,上方/f
1193,10,5,5,2.480611,真是/d
1194,7,0,7,2.477183,凑/v
1195,7,4,3,2.477183,耀眼/a
1196,7,2,5,2.477183,吼/v
1197,7,2,5,2.477183,剧烈/a
1198,7,5,2,2.477183,冬天/t
1199,9,3,6,2.471419,跟着/v
1200,8,4,4,2.469264,相当/d
1201,8,5,3,2.469264,精神/n
1202,8,3,5,2.469264,不可/v
1203,7,4,3,2.467818,正如/v
1204,7,4,3,2.467818,舌头/n
1205,7,1,6,2.467818,河/ns
1206,7,3,4,2.467818,双臂/n
1207,7,5,2,2.467818,火焰/n
1208,9,3,6,2.463160,所/u
1209,8,6,2,2.460504,靠/v
1210,8,5,3,2.460504,花/v
1211,7,7,0,2.458453,少年/m
1212,7,4,3,2.458453,交谈/v
1213,7,4,3,2.458453,出发/v
1214,7,4,3,2.458453,边上/s
1215,7,2,5,2.458453,女孩子/n
1216,9,4,5,2.454901,噢/e
1217,8,5,3,2.451744,此刻/r
1218,7,4,3,2.449088,疯/v
1219,7,1,6,2.449088,扎/v
1220,7,2,5,2.449088,一动/d
1221,7,2,5,2.449088,一脸/m
1222,7,1,6,2.449088,抽/v
1223,7,3,4,2.449088,教室/n
1224,8,3,5,2.442984,更加/d
1225,7,2,5,2.439723,后悔/v
1226,7,3,4,2.439723,兔子/n
1227,8,5,3,2.434224,爬/v
1228,7,2,5,2.430358,浮现/v
1229,7,7,0,2.430358,广场/n
1230,7,4,3,2.430358,模样/n
1231,7,2,5,2.430358,凝视着/n
1232,7,2,5,2.430358,清醒/a
1233,7,7,0,2.430358,哉/y
1234,7,5,2,2.430358,瞬间/t
1235,7,6,1,2.430358,匹/q
1236,7,2,5,2.430358,弟弟/n
1237,7,2,5,2.430358,．/x
1238,10,7,3,2.425764,认为/v
1239,7,5,2,2.420993,角色/n
1240,7,3,4,2.420993,抬头/v
1241,7,2,5,2.420993,卧室/n
1242,7,7,0,2.420993,獒/g
1243,7,5,2,2.420993,山谷/n
1244,7,2,5,2.420993,事实/n
1245,7,2,5,2.420993,右手/n
1246,7,2,5,2.420993,拥抱/v
1247,7,5,2,2.420993,靠近/v
1248,7,1,6,2.420993,大喊/v
1249,7,0,7,2.420993,指着/v
1250,8,0,8,2.416704,其实/d
1251,8,7,1,2.416704,是否/v
1252,7,2,5,2.411628,:/x
1253,7,7,0,2.411628,散步/n
1254,7,4,3,2.411628,阴影/n
1255,7,6,1,2.411628,走来/v
1256,7,3,4,2.411628,伤心/n
1257,6,2,4,2.409029,语塞/n
1258,8,5,3,2.407943,想要/v
1259,8,5,3,2.407943,办法/n
1260,8,5,3,2.407943,头上/s
1261,8,6,2,2.407943,待/v
1262,8,8,0,2.407943,小时/n
1263,7,4,3,2.402264,状态/n
1264,7,4,3,2.402264,漆黑/z
1265,7,2,5,2.402264,轻松/a
1266,7,6,1,2.402264,德国/ns
1267,8,5,3,2.399183,车/n
1268,7,7,0,2.392899,几步/m
1269,7,3,4,2.392899,互相/d
1270,7,6,1,2.392899,王/nr
1271,7,3,4,2.392899,醒/v
1272,6,1,5,2.388798,不告而别/i
1273,6,2,4,2.388798,冷冰冰/nr
1274,6,4,2,2.388798,志向/n
1275,7,6,1,2.383534,若/c
1276,7,4,3,2.383534,众人/n
1277,7,0,7,2.383534,剩下/v
1278,7,7,0,2.383534,夜里/t
1279,7,5,2,2.383534,喉咙/n
1280,7,4,3,2.383534,巴黎/ns
1281,8,5,3,2.381663,弄/v
1282,10,4,6,2.378753,立刻/d
1283,6,2,4,2.378683,亲近/d
1284,6,4,2,2.378683,大军/n
1285,6,3,3,2.378683,出面/n
1286,7,5,2,2.374169,心灵/n
1287,7,3,4,2.374169,多年/m
1288,7,3,4,2.374169,愉快/a
1289,7,4,3,2.374169,双眼/m
1290,7,5,2,2.374169,神秘/a
1291,7,3,4,2.374169,自由/a
1292,7,7,0,2.374169,气味/n
1293,8,3,5,2.372903,一根/m
1294,8,5,3,2.372903,第一次/m
1295,6,1,5,2.368568,两颊/n
1296,6,1,5,2.368568,怒/vg
1297,6,6,0,2.368568,出神/v
1298,6,1,5,2.368568,打住/v
1299,6,5,1,2.368568,纳迪/nz
1300,6,6,0,2.368568,格雷/nr
1301,6,2,4,2.368568,虚弱/a
1302,7,5,2,2.364804,法国/ns
1303,7,5,2,2.364804,斯/nr
1304,7,2,5,2.364804,地板/n
1305,6,3,3,2.358452,活跃/vn
1306,6,5,1,2.358452,冲过来/l
1307,6,4,2,2.358452,宛如/v
1308,6,2,4,2.358452,叫喊声/i
1309,6,0,6,2.358452,倒塌/v
1310,6,0,6,2.358452,发红/v
1311,7,3,4,2.355439,弯/v
1312,7,2,5,2.355439,不由得/d
1313,7,4,3,2.355439,距离/n
1314,10,9,1,2.355247,看看/v
1315,10,8,2,2.355247,继续/v
1316,6,5,1,2.348337,一瞬/t
1317,6,5,1,2.348337,征兆/n
1318,6,2,4,2.348337,划破/v
1319,6,3,3,2.348337,激情/n
1320,6,6,0,2.348337,胡思乱想/i
1321,6,6,0,2.348337,那一刻/r
1322,6,1,5,2.348337,一跃而起/i
1323,6,2,4,2.348337,痉挛/vn
1324,6,2,4,2.348337,棺材/n
1325,6,2,4,2.348337,焦虑/a
1326,6,5,1,2.348337,诺夫/nrt
1327,6,1,5,2.348337,停车/v
1328,6,6,0,2.348337,秀吉/nr
1329,6,1,5,2.348337,减少/v
1330,6,0,6,2.348337,变故/n
1331,8,1,7,2.346623,迅速/ad
1332,8,6,2,2.346623,实在/v
1333,7,6,1,2.346074,灯/n
1334,7,3,4,2.346074,不住/v
1335,7,2,5,2.346074,飞/v
1336,7,7,0,2.346074,日子/n
1337,7,4,3,2.346074,笑容/n
1338,11,5,6,2.345444,没/d
1339,9,5,4,2.339274,慢慢/d
1340,6,4,2,2.338222,猎人/n
1341,6,2,4,2.338222,黑影/n
1342,6,4,2,2.338222,掌声/n
1343,6,6,0,2.338222,菊雄/n
1344,6,2,4,2.338222,卡洛斯/nr
1345,6,4,2,2.338222,遗忘/v
1346,6,0,6,2.338222,厉声/d
1347,7,6,1,2.336709,星期/t
1348,7,1,6,2.336709,很大/a
1349,9,4,5,2.331015,由/p
1350,8,2,6,2.329103,一面/m
1351,6,1,5,2.328107,闪过/v
1352,6,2,4,2.328107,恍然大悟/i
1353,6,5,1,2.328107,以上/f
1354,6,3,3,2.328107,一大群/m
1355,6,2,4,2.328107,抑制/v
1356,6,2,4,2.328107,对岸/n
1357,6,3,3,2.328107,一队/m
1358,6,3,3,2.328107,话语/n
1359,6,1,5,2.328107,侧/v
1360,6,0,6,2.328107,俯身/v
1361,6,4,2,2.328107,松/v
1362,6,5,1,2.328107,祖父/n
1363,7,3,4,2.327344,记忆/n
1364,7,2,5,2.327344,碰到/v
1365,7,3,4,2.327344,早上/t
1366,11,4,7,2.323033,一边/d
1367,6,6,0,2.317991,暴风雨/nr
1368,6,5,1,2.317991,树上/s
1369,6,4,2,2.317991,店/n
1370,6,5,1,2.317991,放心/v
1371,6,1,5,2.317991,尖叫声/n
1372,6,4,2,2.317991,潮湿/a
1373,6,0,6,2.317991,隔壁/s
1374,6,1,5,2.317991,凶狠/a
1375,6,5,1,2.317991,窗子/n
1376,6,0,6,2.317991,睁开/n
1377,6,1,5,2.317991,书房/n
1378,6,3,3,2.317991,凄凉/a
1379,6,4,2,2.317991,扬起/v
1380,6,0,6,2.317991,粗暴/a
1381,7,6,1,2.317979,戴/v
1382,8,4,4,2.311583,衣服/n
1383,8,7,1,2.311583,多少/m
1384,7,5,2,2.308614,命运/n
1385,6,4,2,2.307876,同伴/n
1386,6,6,0,2.307876,格温/nr
1387,6,5,1,2.307876,某些/r
1388,6,2,4,2.307876,沉/v
1389,6,5,1,2.307876,盯住/v
1390,6,2,4,2.307876,心底/s
1391,6,2,4,2.307876,发白/v
1392,6,4,2,2.307876,乌云/nr
1393,6,0,6,2.307876,洞/n
1394,6,5,1,2.307876,蕾/nr
1395,6,5,1,2.307876,蒙娜/nr
1396,6,0,6,2.307876,吐/v
1397,6,5,1,2.307876,过后/t
1398,9,7,2,2.306237,哪/r
1399,8,5,3,2.302823,嘴唇/n
1400,6,5,1,2.297761,车厢/n
1401,6,4,2,2.297761,发展/vn
1402,6,5,1,2.297761,莎伦/nr
1403,6,3,3,2.297761,城墙/n
1404,6,6,0,2.297761,青春/ns
1405,6,2,4,2.297761,左边/f
1406,6,2,4,2.297761,歌唱/n
1407,6,4,2,2.297761,逃跑/v
1408,6,3,3,2.297761,克莱尔/nr
1409,6,4,2,2.297761,时期/n
1410,6,3,3,2.297761,春天/t
1411,6,1,5,2.297761,紧紧抓住/l
1412,8,1,7,2.294062,必须/d
1413,7,1,6,2.289885,浑身/n
1414,7,3,4,2.289885,这次/r
1415,7,2,5,2.289885,带来/v
1416,7,2,5,2.289885,提/v
1417,6,0,6,2.287646,燃烧/v
1418,6,5,1,2.287646,主任/b
1419,6,1,5,2.287646,咳嗽/v
1420,6,3,3,2.287646,心跳/v
1421,6,1,5,2.287646,狼/n
1422,6,2,4,2.287646,敲门/v
1423,6,3,3,2.287646,搞/v
1424,6,1,5,2.287646,深深/b
1425,6,0,6,2.287646,吩咐/v
1426,6,5,1,2.287646,钟头/n
1427,8,2,6,2.285302,连/u
1428,7,1,6,2.280520,急/v
1429,6,3,3,2.277530,降临/v
1430,6,4,2,2.277530,摇头/v
1431,6,6,0,2.277530,几年/m
1432,6,4,2,2.277530,脑子/n
1433,6,2,4,2.277530,背/v
1434,6,2,4,2.277530,呼喊/v
1435,6,4,2,2.277530,一番/m
1436,6,4,2,2.277530,角落里/n
1437,6,5,1,2.277530,军队/n
1438,6,6,0,2.277530,这会儿/r
1439,8,7,1,2.276542,哪儿/r
1440,8,5,3,2.276542,看来/v
1441,6,2,4,2.267415,清醒过来/l
1442,6,2,4,2.267415,类似/v
1443,6,1,5,2.267415,双方/n
1444,6,2,4,2.267415,低头/n
1445,6,1,5,2.267415,屁股/n
1446,6,2,4,2.267415,地想/n
1447,6,1,5,2.267415,软/a
1448,6,5,1,2.267415,当中/s
1449,6,4,2,2.267415,猫/n
1450,6,3,3,2.267415,原本/n
1451,6,3,3,2.267415,吸/v
1452,6,4,2,2.267415,桥/n
1453,6,0,6,2.267415,兴趣/n
1454,6,3,3,2.267415,杜/nr
1455,6,2,4,2.267415,阴沉/a
1456,7,6,1,2.261790,结婚/v
1457,7,5,2,2.261790,树林/n
1458,6,2,4,2.257300,沉寂/a
1459,6,3,3,2.257300,昨晚/t
1460,6,4,2,2.257300,点头/v
1461,6,3,3,2.257300,熄灭/v
1462,6,4,2,2.257300,摇晃/z
1463,6,4,2,2.257300,绿色/n
1464,6,5,1,2.257300,一分钟/m
1465,6,5,1,2.257300,乔治/nr
1466,6,3,3,2.257300,光亮/a
1467,6,3,3,2.257300,尴尬/a
1468,6,0,6,2.257300,亲自/d
1469,6,5,1,2.257300,森格/n
1470,7,5,2,2.252425,呆/v
1471,6,2,4,2.247184,吸引/v
1472,6,3,3,2.247184,一匹/m
1473,6,2,4,2.247184,接到/v
1474,6,6,0,2.247184,假如/c
1475,6,4,2,2.247184,这场/mq
1476,6,2,4,2.247184,蹦/v
1477,6,3,3,2.247184,穿/zg
1478,6,6,0,2.247184,工人/n
1479,6,4,2,2.247184,成功/a
1480,6,5,1,2.247184,答道/v
