Rank by t,Freq,Freq(L),Freq(R),t值,搭配词
763,13,9,4,3.149553,觉/v
764,11,3,8,3.148954,手帕/n
765,11,7,4,3.148954,不远/d
766,11,3,8,3.148954,拳头/n
767,11,6,5,3.148954,某/r
768,17,1,16,3.143801,请/v
769,12,2,10,3.143037,肩膀/n
770,12,11,1,3.143037,客人/n
771,12,4,8,3.136057,昨天/t
772,11,9,2,3.134374,电灯/n
773,11,6,5,3.134374,隔壁/s
774,11,11,0,3.134374,透/v
775,11,11,0,3.134374,缘故/n
776,11,5,6,3.134374,颤动/v
777,11,0,11,3.134374,张开/nr
778,12,11,1,3.129077,梅/nr
779,12,2,10,3.129077,笑声/n
780,11,8,3,3.127084,妇人/n
781,11,1,10,3.127084,提到/v
782,17,3,14,3.126209,一定/d
783,13,4,9,3.122730,身体/n
784,12,6,6,3.122098,火/n
785,14,11,3,3.121313,讲/v
786,11,7,4,3.119794,刘/nr
787,11,6,5,3.119794,贵志/n
788,11,5,6,3.112504,音乐/n
789,12,5,7,3.108138,阳光/nr
790,11,7,4,3.097924,讲话/n
791,11,9,2,3.097924,克明/nr
792,11,6,5,3.097924,一顿/m
793,11,5,6,3.097924,安静/nr
794,14,12,2,3.095465,’/x
795,12,4,8,3.094179,一口/m
796,12,3,9,3.094179,结婚/v
797,10,6,4,3.093465,蓝/a
798,13,0,13,3.089201,曾/d
799,12,9,3,3.087199,由于/c
800,12,9,3,3.087199,月亮/n
801,11,8,3,3.083344,打着/v
802,11,8,3,3.083344,不作声/n
803,11,2,9,3.083344,举起/v
804,12,10,2,3.080220,」/x
805,11,7,4,3.076054,同学/n
806,10,2,8,3.070527,恶心/n
807,10,2,8,3.070527,无缘无故/i
808,10,4,6,3.070527,扩大/v
809,14,3,11,3.069618,人家/n
810,11,7,4,3.068764,./m
811,11,4,7,3.068764,身旁/s
812,11,1,10,3.068764,说不定/l
813,15,10,5,3.067661,所以/c
814,12,7,5,3.066260,还要/c
815,10,1,9,3.062882,转念/v
816,11,1,10,3.061474,伸/v
817,11,3,8,3.061474,其中/r
818,12,8,4,3.059281,日子/n
819,11,4,7,3.054184,报纸/n
820,12,8,4,3.052301,那时/r
821,13,9,4,3.048966,衣服/n
822,11,1,10,3.046894,小小的/z
823,13,3,10,3.042260,吓/v
824,10,10,0,3.039944,胡思乱想/i
825,10,0,10,3.039944,大哭/v
826,10,3,7,3.039944,放声/v
827,10,0,10,3.039944,笑了起来/l
828,11,8,3,3.039604,襄/j
829,11,4,7,3.039604,恨/v
830,11,8,3,3.039604,可爱/v
831,11,9,2,3.039604,余/m
832,11,7,4,3.039604,楼上/s
833,17,5,12,3.038248,还有/v
834,11,6,5,3.032314,神情/n
835,10,9,1,3.032298,博士/n
836,12,8,4,3.031362,靠/v
837,12,4,8,3.031362,对于/p
838,12,3,9,3.031362,抱/v
839,10,2,8,3.024652,人声/n
840,10,1,9,3.024652,打了个/n
841,11,7,4,3.017734,学校/n
842,11,3,8,3.017734,激动/a
843,11,6,5,3.017734,一支/m
844,11,4,7,3.017734,盖/v
845,10,6,4,3.017007,象是/v
846,10,2,8,3.017007,头顶/n
847,10,8,2,3.017007,董小宛/nr
848,11,6,5,3.010444,底下/f
849,11,8,3,3.010444,周/nr
850,10,2,8,3.009361,后边/f
851,11,9,2,3.003154,烟/n
852,11,2,9,3.003154,惊/v
853,11,4,7,3.003154,娘/n
854,11,2,9,3.003154,口袋/n
855,11,6,5,3.003154,房/n
856,10,1,9,3.001715,砰/o
857,10,6,4,3.001715,老头儿/n
858,10,1,9,3.001715,两声/m
859,10,1,9,3.001715,右手/n
860,10,0,10,3.001715,掠过/v
861,14,4,10,2.998537,该/r
862,12,5,7,2.996464,见到/v
863,10,9,1,2.994069,跨/v
864,10,6,4,2.994069,街道/n
865,10,5,5,2.986423,笑了笑/l
866,10,9,1,2.986423,风野/n
867,11,8,3,2.981283,男子/n
868,11,0,11,2.966703,找到/v
869,10,2,8,2.963486,全都/n
870,10,10,0,2.963486,多久/m
871,10,4,6,2.963486,弯/v
872,10,0,10,2.963486,记起/v
873,13,8,5,2.961789,干/v
874,13,5,8,2.961789,大概/d
875,12,0,12,2.961565,一把/m
876,11,8,3,2.959413,车/n
877,11,3,8,2.959413,忘记/v
878,10,2,8,2.955840,枪声/n
879,11,6,5,2.952123,似/d
880,11,10,1,2.952123,嘴里/s
881,13,9,4,2.948378,啊/y
882,10,2,8,2.948194,地问/n
883,10,7,3,2.948194,老板/n
884,10,7,3,2.948194,紧张/a
885,10,4,6,2.948194,某个/r
886,10,3,7,2.948194,诗人/n
887,11,4,7,2.944833,李/nr
888,10,1,9,2.940548,声响/n
889,10,6,4,2.940548,星期/t
890,10,10,0,2.932902,时刻/n
891,10,2,8,2.932902,高声/n
892,10,5,5,2.932902,一幅/d
893,10,2,8,2.932902,同情/n
894,11,3,8,2.922963,上海/ns
895,11,7,4,2.922963,白/a
896,9,0,9,2.919406,中断/ns
897,10,8,2,2.917611,谭功达/nr
898,9,1,8,2.911346,打住/v
899,11,8,3,2.908383,经过/p
900,10,5,5,2.902319,般的/u
901,10,0,10,2.902319,心想/n
902,10,7,3,2.902319,仔细/ad
903,12,6,6,2.898748,放在/v
904,9,6,3,2.895227,上楼/ns
905,14,6,8,2.895146,一直/d
906,10,6,4,2.894673,随即/d
907,10,6,4,2.894673,四周/m
908,10,8,2,2.894673,黄/a
909,11,1,10,2.893803,露出/v
910,11,8,3,2.893803,早晨/t
911,9,1,8,2.887168,哇/y
912,9,2,7,2.887168,压低/v
913,9,2,7,2.887168,闪过/v
914,9,2,7,2.887168,呜呜/l
915,9,0,9,2.887168,敲门声/i
916,10,4,6,2.887027,想法/v
917,10,6,4,2.887027,爹/n
918,10,9,1,2.887027,鸿/nr
919,10,2,8,2.879381,北京/ns
920,11,10,1,2.879223,大/n
921,9,6,3,2.879109,两句/m
922,9,9,0,2.879109,两步/m
923,9,6,3,2.871049,罗/j
924,13,12,1,2.867908,完/v
925,11,7,4,2.857353,急/v
926,10,4,6,2.856444,冷/a
927,9,6,3,2.854930,金鱼/n
928,10,7,3,2.848798,其他/r
929,9,9,0,2.846871,光景/n
930,9,9,0,2.846871,入睡/v
931,9,2,7,2.846871,可笑/v
932,9,3,6,2.838811,清脆/a
933,9,8,1,2.838811,心事/n
934,9,8,1,2.838811,出神/v
935,14,8,6,2.836989,只有/c
936,12,5,7,2.835931,别人/r
937,9,8,1,2.830752,工夫/n
938,9,4,5,2.830752,自言自语/i
939,9,6,3,2.830752,木兰/nr
940,9,8,1,2.830752,台阶/n
941,9,4,5,2.830752,感激/v
942,12,7,5,2.828951,最/d
943,9,3,6,2.822693,寂静/a
944,9,8,1,2.822693,眼里/s
945,9,4,5,2.822693,开门/v
946,9,5,4,2.822693,四面/mq
947,9,2,7,2.814633,使劲/v
948,9,2,7,2.814633,死去/v
949,9,8,1,2.814633,卡/n
950,9,6,3,2.814633,两年/m
951,13,4,9,2.814261,当/t
952,12,3,9,2.808012,买/v
953,13,7,6,2.807555,本来/t
954,9,2,7,2.806574,莫名其妙/i
955,9,3,6,2.806574,古怪/a
956,9,6,3,2.806574,弟弟/n
957,9,6,3,2.806574,低着头/v
958,9,1,8,2.806574,增加/v
959,12,6,6,2.801033,手里/s
960,13,6,7,2.800849,爱/v
961,11,5,6,2.799033,挂/v
962,9,6,3,2.798514,醒来/v
963,9,7,2,2.798514,沙发/nz
964,10,3,7,2.795277,医生/n
965,10,3,7,2.795277,不住/v
966,11,4,7,2.791743,认识/v
967,9,1,8,2.790455,一封/m
968,9,1,8,2.790455,做出/v
969,10,3,7,2.787631,若/c
970,10,8,2,2.787631,灯/n
971,10,1,9,2.787631,另外/c
972,11,7,4,2.784453,头发/n
973,9,8,1,2.782395,郭祥/nr
974,9,7,2,2.782395,密斯/ns
975,10,4,6,2.779985,女子/n
976,11,5,6,2.777163,家/q
977,11,8,3,2.777163,所/c
978,9,6,3,2.774336,卧室/n
979,9,2,7,2.774336,去年/t
980,12,5,7,2.773114,眼光/n
981,10,5,5,2.772339,地/n
982,9,6,3,2.766277,爱情/n
983,9,3,6,2.766277,人影/n
984,9,1,8,2.766277,打电话/l
985,10,6,4,2.764694,两只/m
986,8,3,5,2.760041,升/zg
987,9,5,4,2.758217,远远/d
988,9,3,6,2.758217,伤心/n
989,9,1,8,2.758217,恢复/v
990,10,2,8,2.757048,整个/b
991,8,3,5,2.751492,西边/s
992,9,2,7,2.750158,独自/d
993,10,6,4,2.749402,进去/v
994,8,3,5,2.742944,带笑/v
995,8,0,8,2.742944,悟出/v
996,9,7,2,2.742098,结束/v
997,9,2,7,2.742098,对着/p
998,10,4,6,2.741756,转过/v
999,8,2,6,2.734396,转向/v
1000,8,3,5,2.734396,感慨/v
1001,9,7,2,2.734039,傍晚/t
1002,9,3,6,2.734039,那条/mq
1003,9,3,6,2.734039,冯村/nr
1004,10,10,0,2.726464,如何/r
1005,9,1,8,2.725979,睁/v
1006,9,6,3,2.725979,旁/f
1007,9,4,5,2.725979,毫无/v
1008,8,0,8,2.725847,失踪/v
1009,8,1,7,2.725847,通知/v
1010,8,4,4,2.725847,门铃/n
1011,8,1,7,2.725847,提议/v
1012,8,6,2,2.717299,时分/n
1013,8,0,8,2.717299,跳出/v
1014,8,6,2,2.717299,主任/b
1015,8,2,6,2.717299,伤感/n
1016,8,3,5,2.717299,门帘/n
1017,17,14,3,2.715722,还是/c
1018,11,4,7,2.711552,弄/v
1019,10,10,0,2.711173,玩/v
1020,9,4,5,2.709860,青年/t
1021,9,4,5,2.709860,忍不住/v
1022,8,2,6,2.708751,仙客/n
1023,8,0,8,2.708751,冷冷地/z
1024,8,0,8,2.708751,想出/v
1025,9,3,6,2.701801,墙上/s
1026,9,3,6,2.701801,周围/f
1027,9,1,8,2.701801,手中/s
1028,9,5,4,2.701801,舅舅/n
1029,8,1,7,2.700202,尖声/n
1030,8,3,5,2.700202,醒过来/l
1031,8,3,5,2.700202,静寂/z
1032,8,4,4,2.700202,敲门/v
1033,8,6,2,2.700202,雪梅/nr
1034,8,2,6,2.700202,悄悄地/z
1035,9,4,5,2.693742,上来/t
1036,9,9,0,2.693742,下午/t
1037,9,6,3,2.693742,地面/n
1038,9,4,5,2.693742,妹妹/n
1039,8,0,8,2.691654,升起/v
1040,8,3,5,2.691654,嗓音/n
1041,8,2,6,2.691654,厌恶/v
1042,9,6,3,2.685682,看不见/v
1043,9,1,8,2.685682,少/a
1044,8,4,4,2.683106,喜鹊/n
1045,8,1,7,2.683106,奏/v
1046,8,1,7,2.683106,害/v
1047,8,5,3,2.683106,谢元嵩/nr
1048,8,4,4,2.683106,翅膀/n
1049,9,2,7,2.677623,生气/n
1050,9,6,3,2.677623,神气/n
1051,9,7,2,2.677623,擦/v
1052,8,3,5,2.674557,头脑/n
1053,8,7,1,2.674557,脸红/n
1054,8,8,0,2.674557,钟头/n
1055,8,1,7,2.674557,微微一笑/l
1056,10,3,7,2.672943,所/u
1057,9,7,2,2.669563,纸/n
1058,8,2,6,2.666009,跪/v
1059,8,3,5,2.666009,言/vg
1060,8,2,6,2.666009,想象/n
1061,8,8,0,2.666009,洛瓦/ns
1062,8,4,4,2.666009,空虚/n
1063,8,4,4,2.666009,心思/n
1064,8,5,3,2.666009,喝酒/v
1065,9,2,7,2.661504,再也/d
1066,9,4,5,2.661504,咬/v
1067,8,5,3,2.657461,姚佩佩/nr
1068,8,4,4,2.657461,一夜/m
1069,8,4,4,2.657461,广场/n
1070,8,5,3,2.657461,唐吉诃德/nr
1071,8,6,2,2.657461,马吕斯/nr
1072,9,9,0,2.653444,点头/v
1073,9,6,3,2.653444,空气/n
1074,8,7,1,2.648912,神甫/nr
1075,8,4,4,2.648912,摇晃/z
1076,8,4,4,2.648912,为何/r
1077,8,5,3,2.648912,伊凡/nr
1078,9,9,0,2.645385,早上/t
1079,9,3,6,2.645385,近/a
1080,14,9,5,2.643131,太/d
1081,8,3,5,2.640364,初/f
1082,8,6,2,2.640364,前进/v
1083,8,4,4,2.640364,退/v
1084,8,4,4,2.640364,吸/v
1085,10,6,4,2.634714,三个/m
1086,8,7,1,2.631816,朦胧/a
1087,8,0,8,2.631816,抢/v
1088,8,8,0,2.631816,这天/r
1089,8,3,5,2.631816,背上/f
1090,8,3,5,2.631816,喉咙/n
1091,8,3,5,2.631816,多年/m
1092,9,7,2,2.629266,常常/d
1093,8,7,1,2.623268,)/x
1094,8,6,2,2.623268,身影/n
1095,8,2,6,2.623268,关心/n
1096,8,4,4,2.614719,没想到/l
1097,8,3,5,2.614719,勇气/n
1098,8,1,7,2.614719,亲热/a
1099,8,5,3,2.614719,怀里/s
1100,9,6,3,2.613147,船/n
1101,12,9,3,2.612582,!/x
1102,10,7,3,2.611777,就要/d
1103,8,5,3,2.606171,情绪/n
1104,8,5,3,2.606171,光明/n
1105,8,5,3,2.606171,次/q
1106,9,5,4,2.605088,四/m
1107,9,6,3,2.605088,处/n
1108,7,2,5,2.600059,拉长/v
1109,8,6,2,2.597623,走廊/n
1110,8,3,5,2.597623,令/v
1111,8,5,3,2.597623,洞/n
1112,8,2,6,2.597623,侧/v
1113,8,2,6,2.597623,看过/v
1114,8,7,1,2.589074,向前/t
1115,8,1,7,2.589074,取出/v
1116,8,5,3,2.589074,内/f
1117,8,5,3,2.589074,副/b
1118,8,4,4,2.589074,队伍/n
1119,8,4,4,2.589074,浑身/n
1120,8,0,8,2.589074,或许/d
1121,11,6,5,2.587622,哪里/r
1122,7,5,2,2.581782,白光/nr
1123,7,0,7,2.581782,心生一计/i
1124,9,5,4,2.580910,灯光/n
1125,8,3,5,2.580526,拿出/v
1126,8,7,1,2.580526,想不到/l
1127,8,8,0,2.571978,谁知/v
1128,8,6,2,2.571978,面孔/n
1129,8,1,7,2.571978,扯/v
1130,8,4,4,2.571978,翠环/nr
1131,8,5,3,2.571978,一处/m
1132,8,3,5,2.571978,难受/v
1133,7,4,3,2.563504,出奇/a
1134,7,2,5,2.563504,不远处/s
1135,8,3,5,2.563429,窗户/n
1136,8,4,4,2.563429,同志/n
1137,9,6,3,2.556731,呆/v
1138,8,6,2,2.554881,抽/v
1139,8,4,4,2.554881,上帝/n
1140,7,1,6,2.554366,一响/m
1141,7,3,4,2.554366,蹦/v
1142,7,0,7,2.554366,下起/v
1143,7,4,3,2.554366,暗/v
1144,10,9,1,2.550610,总/b
1145,8,3,5,2.546333,厉害/a
1146,8,4,4,2.546333,沉重/a
1147,8,4,4,2.546333,一惊/a
1148,8,2,6,2.546333,抓/v
1149,7,3,4,2.545227,汽笛/n
1150,7,5,2,2.545227,室内/s
1151,7,0,7,2.545227,响动/v
1152,7,1,6,2.545227,狂风/n
1153,7,1,6,2.545227,夏天/t
1154,7,4,3,2.545227,电光/n
1155,7,6,1,2.545227,医师/n
1156,7,1,6,2.545227,停步/v
1157,7,0,7,2.545227,放声大哭/l
1158,7,2,5,2.545227,寒噤/n
1159,10,5,5,2.542964,真的/d
1160,8,2,6,2.537784,窗口/s
1161,7,2,5,2.536089,大腿/n
1162,7,2,5,2.536089,喊声/n
1163,10,7,3,2.535318,意思/n
1164,9,6,3,2.532553,本/r
1165,8,4,4,2.529236,约/d
1166,8,5,3,2.529236,一团/m
1167,8,5,3,2.529236,令人/nrt
1168,8,3,5,2.529236,了解/v
1169,8,7,1,2.529236,枚/m
1170,10,10,0,2.527672,那儿/r
1171,7,0,7,2.526950,啪/o
1172,7,4,3,2.526950,底/f
1173,7,7,0,2.526950,门槛/n
1174,7,4,3,2.526950,一阵子/m
1175,7,0,7,2.526950,欲望/v
1176,7,2,5,2.526950,低沉/a
1177,8,4,4,2.520688,碰/v
1178,7,2,5,2.517812,回身/v
1179,7,4,3,2.517812,一线/m
1180,7,0,7,2.517812,大作/n
1181,7,1,6,2.517812,口中/s
1182,7,5,2,2.517812,刘/zg
1183,7,3,4,2.517812,几声/m
1184,7,6,1,2.517812,汉子/n
1185,7,7,0,2.517812,十分钟/m
1186,7,7,0,2.517812,芙娜/nrt
1187,8,1,7,2.512139,引起/v
1188,8,3,5,2.512139,一场/m
1189,8,6,2,2.512139,屋子/n
1190,7,2,5,2.508673,向上/d
1191,7,3,4,2.508673,跳动/vn
1192,7,3,4,2.508673,沉寂/a
1193,7,1,6,2.508673,冒出来/v
1194,7,7,0,2.508673,徘徊/v
1195,7,1,6,2.508673,马蹄声/n
1196,7,0,7,2.508673,发起/v
1197,7,5,2,2.508673,刘荃/nr
1198,8,3,5,2.503591,翻/v
1199,8,5,3,2.503591,任何/r
1200,8,2,6,2.503591,推/v
1201,7,1,6,2.499535,和尚/nr
1202,7,0,7,2.499535,叫喊/v
1203,7,6,1,2.499535,江霞/nr
1204,7,1,6,2.499535,哭泣/v
1205,7,0,7,2.499535,吼/v
1206,7,5,2,2.499535,英/ns
1207,7,7,0,2.499535,一瞬间/m
1208,7,5,2,2.499535,心跳/v
1209,7,1,6,2.499535,高大/a
1210,8,2,6,2.495043,不觉/d
1211,8,5,3,2.495043,方/n
1212,8,5,3,2.495043,黄宗羲/nr
1213,8,3,5,2.495043,甫/d
1214,9,1,8,2.492256,不好/d
1215,7,7,0,2.490396,交谈/v
1216,7,7,0,2.490396,静静地/z
1217,7,6,1,2.490396,溜/v
1218,7,7,0,2.490396,走去/v
1219,7,2,5,2.490396,涌/v
1220,7,2,5,2.490396,路边/s
1221,7,2,5,2.490396,偷偷地/i
1222,7,0,7,2.490396,伏/v
1223,7,3,4,2.490396,不好意思/a
1224,7,4,3,2.490396,临时/b
1225,7,7,0,2.490396,很久/m
1226,7,3,4,2.490396,搂住/v
1227,7,3,4,2.490396,孤独/a
1228,7,6,1,2.490396,沉吟/v
1229,7,5,2,2.481258,热闹/a
1230,7,6,1,2.481258,调子/n
1231,7,3,4,2.481258,面容/n
1232,7,6,1,2.481258,工人/n
1233,7,2,5,2.481258,叹息/v
1234,10,4,6,2.474151,穿/v
1235,7,6,1,2.472119,谈到/v
1236,7,4,3,2.472119,如同/d
1237,7,6,1,2.472119,太明/nr
1238,7,4,3,2.472119,河/ns
1239,7,3,4,2.472119,有所/n
1240,7,6,1,2.472119,老头子/n
1241,8,3,5,2.469398,哼/v
1242,8,1,7,2.469398,曾经/d
1243,8,3,5,2.469398,哥哥/ns
1244,7,5,2,2.462981,胡同/nr
1245,7,5,2,2.462981,半夜/m
1246,7,2,5,2.462981,抬/v
1247,7,2,5,2.462981,大厅/n
1248,7,1,6,2.462981,碗/q
1249,7,4,3,2.462981,打量/v
1250,7,1,6,2.462981,在家/r
1251,7,4,3,2.462981,事实/n
1252,14,5,9,2.455735,你们/r
1253,7,7,0,2.453842,过后/t
1254,7,4,3,2.453842,移动/vn
1255,7,4,3,2.453842,歪/v
1256,7,0,7,2.453842,断/v
1257,7,4,3,2.453842,罢了/y
1258,7,2,5,2.453842,神色/n
1259,7,5,2,2.453842,议论/n
1260,7,2,5,2.453842,遇见/v
1261,7,6,1,2.453842,索/nr
1262,7,1,6,2.453842,小时候/n
1263,8,3,5,2.452301,戴/v
1264,8,3,5,2.452301,应当/v
1265,9,3,6,2.451959,病/n
1266,7,7,0,2.444704,有趣/a
1267,7,3,4,2.444704,花园里/nr
1268,7,2,5,2.444704,经常/d
1269,7,3,4,2.444704,气味/n
1270,7,4,3,2.444704,东/ns
1271,8,2,6,2.443753,个/m
1272,8,6,2,2.443753,答道/v
1273,8,7,1,2.443753,不曾/d
1274,7,0,7,2.435565,筷子/n
1275,7,3,4,2.435565,端午/t
1276,7,3,4,2.435565,不动/v
1277,7,6,1,2.435565,世钧/nr
1278,9,0,9,2.427780,连忙/d
1279,9,0,9,2.427780,其实/d
1280,8,4,4,2.426656,中国/ns
1281,8,5,3,2.426656,太阳/ns
1282,8,6,2,2.426656,酒/n
1283,7,2,5,2.426426,埋/v
1284,7,0,7,2.426426,歌声/n
1285,7,2,5,2.426426,嗓子/n
1286,7,2,5,2.426426,绝望/v
1287,7,0,7,2.426426,很大/a
1288,6,3,3,2.419878,几十丈/m
1289,6,3,3,2.419878,甘当/v
1290,6,3,3,2.419878,小卒/n
1291,7,4,3,2.417288,闭/v
1292,7,5,2,2.417288,迟疑/d
1293,7,3,4,2.417288,颤抖/v
1294,7,3,4,2.417288,出门/v
1295,7,4,3,2.417288,关/v
1296,7,1,6,2.417288,一本/m
1297,7,3,4,2.417288,呻吟/v
1298,7,1,6,2.417288,来说/u
1299,7,1,6,2.417288,活泼/a
1300,7,6,1,2.417288,往往/t
1301,7,4,3,2.417288,警察/v
1302,7,2,5,2.417288,飞机/n
1303,7,6,1,2.417288,牌/n
1304,11,6,5,2.412661,不要/df
1305,9,4,5,2.411662,落/v
1306,6,3,3,2.410007,销声匿迹/i
1307,6,2,4,2.410007,正/a
1308,7,5,2,2.408149,一日/m
1309,7,0,7,2.408149,悲哀/a
1310,7,5,2,2.408149,或是/c
1311,7,2,5,2.408149,握/v
1312,7,5,2,2.408149,鱼/n
1313,7,2,5,2.408149,是否/v
1314,6,3,3,2.400136,敌机/n
1315,7,3,4,2.399011,白色/n
1316,7,3,4,2.399011,一间/m
1317,7,6,1,2.399011,只管/c
1318,6,1,5,2.390265,一伙人/r
1319,6,3,3,2.390265,有说有笑/l
1320,6,0,6,2.390265,刮起/v
1321,6,3,3,2.390265,砖头/n
1322,7,5,2,2.389872,年轻人/n
1323,7,5,2,2.389872,无聊/a
1324,7,7,0,2.389872,慧/nr
1325,7,4,3,2.389872,无意/v
1326,7,1,6,2.380734,吩咐/v
1327,7,4,3,2.380734,窗子/n
1328,7,5,2,2.380734,病人/n
1329,7,2,5,2.380734,哎呀/e
1330,6,1,5,2.380395,咆哮/v
1331,6,1,5,2.380395,触动/v
1332,6,1,5,2.380395,冒起/v
1333,6,2,4,2.380395,东边/s
1334,6,0,6,2.380395,指指/n
1335,6,5,1,2.380395,天吾/nz
1336,8,5,3,2.375366,上去/t
1337,10,9,1,2.374755,么/y
1338,7,6,1,2.371595,关上/s
1339,7,2,5,2.371595,小声/n
1340,7,2,5,2.371595,一头/m
1341,7,4,3,2.371595,照片/n
1342,7,5,2,2.371595,则/d
1343,7,4,3,2.371595,老虎/nr
1344,7,1,6,2.371595,猛地/d
1345,7,6,1,2.371595,哩/y
1346,9,1,8,2.371364,连/nr
1347,6,4,2,2.370524,疲劳/a
1348,6,2,4,2.370524,奇异/a
1349,6,5,1,2.370524,那一刻/r
1350,6,4,2,2.370524,老婆子/nr
1351,6,0,6,2.370524,收住/v
1352,7,3,4,2.362457,摇/v
1353,6,4,2,2.360653,缝/v
1354,6,5,1,2.360653,桂英/nr
1355,6,4,2,2.360653,搬到/v
1356,6,3,3,2.360653,滴/v
1357,6,6,0,2.360653,周伯涛/nr
1358,6,0,6,2.360653,异想天开/i
1359,8,6,2,2.358270,清楚/a
1360,7,2,5,2.353318,枪/n
1361,7,1,6,2.353318,掏出/v
1362,7,2,5,2.353318,兴趣/n
1363,6,3,3,2.350782,颤/v
1364,6,3,3,2.350782,一声不响/l
1365,6,1,5,2.350782,打起/v
1366,6,1,5,2.350782,一滴/m
1367,6,4,2,2.350782,伊万/nrt
1368,6,0,6,2.350782,嗓门/n
1369,6,4,2,2.350782,深夜/t
1370,8,7,1,2.349721,别的/r
1371,7,3,4,2.344180,未/d
1372,7,5,2,2.344180,读/v
1373,7,3,4,2.344180,寂寞/a
1374,7,5,2,2.344180,老/n
1375,8,2,6,2.341173,离/v
1376,6,0,6,2.340912,灭/v
1377,6,6,0,2.340912,末了/t
1378,6,5,1,2.340912,李玉亭/nr
1379,6,1,5,2.340912,喇叭/n
1380,6,3,3,2.340912,无名/v
1381,6,4,2,2.340912,宝贝/nr
1382,6,5,1,2.340912,肌肉/n
1383,6,1,5,2.340912,咬牙切齿/i
1384,6,4,2,2.340912,阻止/v
1385,6,2,4,2.340912,痛哭/v
1386,6,4,2,2.340912,－/x
1387,6,1,5,2.340912,剧痛/n
1388,6,1,5,2.340912,变换/v
1389,6,2,4,2.340912,恂/g
1390,7,0,7,2.335041,吐/v
1391,7,2,5,2.335041,吓了一跳/v
1392,7,5,2,2.335041,办/v
1393,6,3,3,2.331041,锜/zg
1394,6,5,1,2.331041,官家/n
1395,6,5,1,2.331041,香气/n
1396,6,1,5,2.331041,凤子/nr
1397,6,2,4,2.331041,河水/ns
1398,6,4,2,2.331041,眉/n
1399,6,3,3,2.331041,水声/n
1400,6,1,5,2.331041,作出/v
1401,6,2,4,2.331041,昨夜/t
1402,6,4,2,2.331041,曼璐/nr
1403,6,2,4,2.331041,管仲/nr
1404,6,0,6,2.331041,怀念/v
1405,6,5,1,2.331041,克定/nr
1406,7,2,5,2.325903,匆匆/z
1407,7,1,6,2.325903,唉/zg
1408,6,1,5,2.321170,打破/v
1409,6,3,3,2.321170,一排/m
1410,6,4,2,2.321170,般地/u
1411,6,1,5,2.321170,发烧/v
1412,6,5,1,2.321170,崔施/nr
1413,6,5,1,2.321170,刚要/d
1414,6,1,5,2.321170,凉/v
1415,6,0,6,2.321170,掉头/v
1416,7,0,7,2.316764,一齐/d
1417,7,5,2,2.316764,手上/s
1418,7,5,2,2.316764,老爷/n
1419,7,2,5,2.316764,吻/v
1420,7,5,2,2.316764,秘密/n
1421,7,3,4,2.316764,一段/m
1422,7,5,2,2.316764,─/x
1423,8,4,4,2.315528,不禁/d
1424,6,2,4,2.311299,小女孩/n
1425,6,3,3,2.311299,嘴角/n
1426,6,4,2,2.311299,漆黑/z
1427,6,1,5,2.311299,止住/v
1428,6,2,4,2.311299,无数/m
1429,6,0,6,2.311299,一缕/m
1430,6,1,5,2.311299,铃声/n
1431,6,2,4,2.311299,发抖/v
1432,6,4,2,2.311299,一圈/m
1433,6,6,0,2.311299,鹏程/nz
1434,6,6,0,2.311299,蝴蝶/n
1435,6,2,4,2.311299,后退/v
1436,6,5,1,2.311299,青豆/n
1437,6,3,3,2.311299,气氛/n
1438,6,0,6,2.311299,哈哈/o
1439,6,1,5,2.311299,咯咯/o
1440,6,1,5,2.311299,呜咽/v
1441,6,3,3,2.311299,陌生人/n
1442,7,5,2,2.307625,结果/n
1443,7,4,3,2.307625,差不多/l
1444,7,6,1,2.307625,深/a
1445,7,6,1,2.307625,情景/n
1446,7,7,0,2.307625,一回/m
1447,7,3,4,2.307625,女孩/n
1448,7,6,1,2.307625,久/a
1449,8,4,4,2.306980,替/p
1450,6,4,2,2.301429,阴暗/a
1451,6,2,4,2.301429,仆人/n
1452,6,5,1,2.301429,几下/m
1453,6,3,3,2.301429,很好/a
1454,6,3,3,2.301429,乌云/nr
1455,6,0,6,2.301429,白/n
1456,6,3,3,2.301429,诗史/n
1457,6,3,3,2.301429,地里/s
1458,6,0,6,2.301429,厉声/d
1459,6,1,5,2.301429,酒杯/n
1460,6,4,2,2.301429,尸体/n
1461,6,2,4,2.301429,假如/c
1462,6,4,2,2.301429,够/v
1463,6,6,0,2.301429,第三天/m
1464,6,5,1,2.301429,博文/nr
1465,6,2,4,2.301429,辉/nr
1466,6,5,1,2.301429,墙壁/s
1467,6,1,5,2.301429,男孩/n
1468,6,0,6,2.301429,显出/v
1469,6,2,4,2.301429,篇/q
1470,7,5,2,2.298487,相当/d
1471,7,5,2,2.298487,陈/nr
1472,7,3,4,2.298487,胳膊/n
1473,7,2,5,2.298487,根本/a
1474,7,3,4,2.298487,乱/d
1475,6,1,5,2.291558,分开/v
1476,6,4,2,2.291558,行李/n
1477,6,4,2,2.291558,车夫/n
1478,6,3,3,2.291558,中央/n
1479,6,4,2,2.291558,玛格丽特/nrt
1480,6,3,3,2.291558,婴儿/n
1481,6,5,1,2.291558,凝视着/n
1482,6,3,3,2.291558,柳如是/l
1483,6,3,3,2.291558,窗前/s
1484,6,5,1,2.291558,手机/n
1485,6,0,6,2.291558,一桩/m
